 Initializing flow with inflow =            1
  istep            dt          bulk        stress        cResid     kineResid      epsResid       v2Resid       omResid     nuSAresid
  74600   0.10000E-02   0.16113E+02   0.22621E+01   0.23237E-13   0.84815E-13   0.00000E+00   0.00000E+00   0.73706E-14   0.00000E+00
  74700   0.10000E-02   0.16113E+02   0.22621E+01   0.22354E-13   0.81610E-13   0.00000E+00   0.00000E+00   0.70992E-14   0.00000E+00
  74800   0.10000E-02   0.16114E+02   0.22621E+01   0.21503E-13   0.78523E-13   0.00000E+00   0.00000E+00   0.68376E-14   0.00000E+00
  74900   0.10000E-02   0.16114E+02   0.22621E+01   0.20683E-13   0.75551E-13   0.00000E+00   0.00000E+00   0.65853E-14   0.00000E+00
  75000   0.10000E-02   0.16114E+02   0.22622E+01   0.19895E-13   0.72689E-13   0.00000E+00   0.00000E+00   0.63422E-14   0.00000E+00
  75100   0.10000E-02   0.16115E+02   0.22622E+01   0.19136E-13   0.69933E-13   0.00000E+00   0.00000E+00   0.61079E-14   0.00000E+00
  75200   0.10000E-02   0.16115E+02   0.22622E+01   0.18405E-13   0.67280E-13   0.00000E+00   0.00000E+00   0.58820E-14   0.00000E+00
  75300   0.10000E-02   0.16116E+02   0.22622E+01   0.17702E-13   0.64725E-13   0.00000E+00   0.00000E+00   0.56643E-14   0.00000E+00
  75400   0.10000E-02   0.16116E+02   0.22622E+01   0.17025E-13   0.62265E-13   0.00000E+00   0.00000E+00   0.54545E-14   0.00000E+00
  75500   0.10000E-02   0.16117E+02   0.22622E+01   0.16373E-13   0.59898E-13   0.00000E+00   0.00000E+00   0.52523E-14   0.00000E+00
  75600   0.10000E-02   0.16117E+02   0.22622E+01   0.15746E-13   0.57618E-13   0.00000E+00   0.00000E+00   0.50574E-14   0.00000E+00
  75700   0.10000E-02   0.16118E+02   0.22622E+01   0.15142E-13   0.55423E-13   0.00000E+00   0.00000E+00   0.48696E-14   0.00000E+00
  75800   0.10000E-02   0.16118E+02   0.22623E+01   0.14561E-13   0.53311E-13   0.00000E+00   0.00000E+00   0.46886E-14   0.00000E+00
  75900   0.10000E-02   0.16118E+02   0.22623E+01   0.14002E-13   0.51277E-13   0.00000E+00   0.00000E+00   0.45142E-14   0.00000E+00
  istep            dt          bulk        stress        cResid     kineResid      epsResid       v2Resid       omResid     nuSAresid
  76000   0.10000E-02   0.16119E+02   0.22623E+01   0.13464E-13   0.49319E-13   0.00000E+00   0.00000E+00   0.43462E-14   0.00000E+00
  76100   0.10000E-02   0.16119E+02   0.22623E+01   0.12947E-13   0.47435E-13   0.00000E+00   0.00000E+00   0.41842E-14   0.00000E+00
  76200   0.10000E-02   0.16120E+02   0.22623E+01   0.12448E-13   0.45621E-13   0.00000E+00   0.00000E+00   0.40282E-14   0.00000E+00
  76300   0.10000E-02   0.16120E+02   0.22623E+01   0.11969E-13   0.43875E-13   0.00000E+00   0.00000E+00   0.38779E-14   0.00000E+00
  76400   0.10000E-02   0.16121E+02   0.22623E+01   0.11508E-13   0.42195E-13   0.00000E+00   0.00000E+00   0.37330E-14   0.00000E+00
  76500   0.10000E-02   0.16121E+02   0.22624E+01   0.11064E-13   0.40578E-13   0.00000E+00   0.00000E+00   0.35935E-14   0.00000E+00
  76600   0.10000E-02   0.16121E+02   0.22624E+01   0.10637E-13   0.39022E-13   0.00000E+00   0.00000E+00   0.34590E-14   0.00000E+00
  76700   0.10000E-02   0.16122E+02   0.22624E+01   0.10226E-13   0.37524E-13   0.00000E+00   0.00000E+00   0.33295E-14   0.00000E+00
  76800   0.10000E-02   0.16122E+02   0.22624E+01   0.98305E-14   0.36082E-13   0.00000E+00   0.00000E+00   0.32047E-14   0.00000E+00
  76900   0.10000E-02   0.16123E+02   0.22624E+01   0.94502E-14   0.34695E-13   0.00000E+00   0.00000E+00   0.30845E-14   0.00000E+00
  77000   0.10000E-02   0.16123E+02   0.22624E+01   0.90843E-14   0.33360E-13   0.00000E+00   0.00000E+00   0.29687E-14   0.00000E+00
  77100   0.10000E-02   0.16123E+02   0.22624E+01   0.87323E-14   0.32075E-13   0.00000E+00   0.00000E+00   0.28572E-14   0.00000E+00
  77200   0.10000E-02   0.16124E+02   0.22624E+01   0.83937E-14   0.30839E-13   0.00000E+00   0.00000E+00   0.27498E-14   0.00000E+00
  77300   0.10000E-02   0.16124E+02   0.22625E+01   0.80680E-14   0.29650E-13   0.00000E+00   0.00000E+00   0.26463E-14   0.00000E+00
  77400   0.10000E-02   0.16125E+02   0.22625E+01   0.77546E-14   0.28505E-13   0.00000E+00   0.00000E+00   0.25467E-14   0.00000E+00
  77500   0.10000E-02   0.16125E+02   0.22625E+01   0.74533E-14   0.27404E-13   0.00000E+00   0.00000E+00   0.24507E-14   0.00000E+00
  77600   0.10000E-02   0.16125E+02   0.22625E+01   0.71634E-14   0.26345E-13   0.00000E+00   0.00000E+00   0.23582E-14   0.00000E+00
  77700   0.10000E-02   0.16126E+02   0.22625E+01   0.68846E-14   0.25326E-13   0.00000E+00   0.00000E+00   0.22692E-14   0.00000E+00
  77800   0.10000E-02   0.16126E+02   0.22625E+01   0.66164E-14   0.24345E-13   0.00000E+00   0.00000E+00   0.21835E-14   0.00000E+00
  77900   0.10000E-02   0.16127E+02   0.22625E+01   0.63585E-14   0.23401E-13   0.00000E+00   0.00000E+00   0.21009E-14   0.00000E+00
  istep            dt          bulk        stress        cResid     kineResid      epsResid       v2Resid       omResid     nuSAresid
  78000   0.10000E-02   0.16127E+02   0.22626E+01   0.61104E-14   0.22494E-13   0.00000E+00   0.00000E+00   0.20214E-14   0.00000E+00
  78100   0.10000E-02   0.16127E+02   0.22626E+01   0.58719E-14   0.21621E-13   0.00000E+00   0.00000E+00   0.19449E-14   0.00000E+00
  78200   0.10000E-02   0.16128E+02   0.22626E+01   0.56425E-14   0.20781E-13   0.00000E+00   0.00000E+00   0.18711E-14   0.00000E+00
  78300   0.10000E-02   0.16128E+02   0.22626E+01   0.54219E-14   0.19973E-13   0.00000E+00   0.00000E+00   0.18002E-14   0.00000E+00
  78400   0.10000E-02   0.16129E+02   0.22626E+01   0.52097E-14   0.19196E-13   0.00000E+00   0.00000E+00   0.17318E-14   0.00000E+00
  78500   0.10000E-02   0.16129E+02   0.22626E+01   0.50057E-14   0.18449E-13   0.00000E+00   0.00000E+00   0.16660E-14   0.00000E+00
  78600   0.10000E-02   0.16129E+02   0.22626E+01   0.48096E-14   0.17730E-13   0.00000E+00   0.00000E+00   0.16027E-14   0.00000E+00
  78700   0.10000E-02   0.16130E+02   0.22626E+01   0.46210E-14   0.17038E-13   0.00000E+00   0.00000E+00   0.15417E-14   0.00000E+00
  78800   0.10000E-02   0.16130E+02   0.22626E+01   0.44396E-14   0.16373E-13   0.00000E+00   0.00000E+00   0.14830E-14   0.00000E+00
  78900   0.10000E-02   0.16131E+02   0.22627E+01   0.42653E-14   0.15734E-13   0.00000E+00   0.00000E+00   0.14264E-14   0.00000E+00
  79000   0.10000E-02   0.16131E+02   0.22627E+01   0.40976E-14   0.15119E-13   0.00000E+00   0.00000E+00   0.13720E-14   0.00000E+00
  79100   0.10000E-02   0.16131E+02   0.22627E+01   0.39365E-14   0.14527E-13   0.00000E+00   0.00000E+00   0.13197E-14   0.00000E+00
  79200   0.10000E-02   0.16132E+02   0.22627E+01   0.37815E-14   0.13958E-13   0.00000E+00   0.00000E+00   0.12692E-14   0.00000E+00
  79300   0.10000E-02   0.16132E+02   0.22627E+01   0.36326E-14   0.13412E-13   0.00000E+00   0.00000E+00   0.12207E-14   0.00000E+00
  79400   0.10000E-02   0.16133E+02   0.22627E+01   0.34894E-14   0.12886E-13   0.00000E+00   0.00000E+00   0.11740E-14   0.00000E+00
  79500   0.10000E-02   0.16133E+02   0.22627E+01   0.33517E-14   0.12380E-13   0.00000E+00   0.00000E+00   0.11291E-14   0.00000E+00
  79600   0.10000E-02   0.16133E+02   0.22627E+01   0.32194E-14   0.11894E-13   0.00000E+00   0.00000E+00   0.10858E-14   0.00000E+00
  79700   0.10000E-02   0.16134E+02   0.22628E+01   0.30923E-14   0.11426E-13   0.00000E+00   0.00000E+00   0.10441E-14   0.00000E+00
  79800   0.10000E-02   0.16134E+02   0.22628E+01   0.29700E-14   0.10977E-13   0.00000E+00   0.00000E+00   0.10041E-14   0.00000E+00
  79900   0.10000E-02   0.16134E+02   0.22628E+01   0.28525E-14   0.10545E-13   0.00000E+00   0.00000E+00   0.96549E-15   0.00000E+00
  istep            dt          bulk        stress        cResid     kineResid      epsResid       v2Resid       omResid     nuSAresid
  80000   0.10000E-02   0.16135E+02   0.22628E+01   0.27396E-14   0.10130E-13   0.00000E+00   0.00000E+00   0.92837E-15   0.00000E+00
  80100   0.10000E-02   0.16135E+02   0.22628E+01   0.26310E-14   0.97305E-14   0.00000E+00   0.00000E+00   0.89265E-15   0.00000E+00
  80200   0.10000E-02   0.16135E+02   0.22628E+01   0.25267E-14   0.93467E-14   0.00000E+00   0.00000E+00   0.85828E-15   0.00000E+00
  80300   0.10000E-02   0.16136E+02   0.22628E+01   0.24265E-14   0.89777E-14   0.00000E+00   0.00000E+00   0.82520E-15   0.00000E+00
  80400   0.10000E-02   0.16136E+02   0.22628E+01   0.23301E-14   0.86231E-14   0.00000E+00   0.00000E+00   0.79338E-15   0.00000E+00
  80500   0.10000E-02   0.16137E+02   0.22629E+01   0.22376E-14   0.82822E-14   0.00000E+00   0.00000E+00   0.76276E-15   0.00000E+00
  80600   0.10000E-02   0.16137E+02   0.22629E+01   0.21486E-14   0.79546E-14   0.00000E+00   0.00000E+00   0.73330E-15   0.00000E+00
  80700   0.10000E-02   0.16137E+02   0.22629E+01   0.20631E-14   0.76397E-14   0.00000E+00   0.00000E+00   0.70495E-15   0.00000E+00
  80800   0.10000E-02   0.16138E+02   0.22629E+01   0.19809E-14   0.73371E-14   0.00000E+00   0.00000E+00   0.67768E-15   0.00000E+00
  80900   0.10000E-02   0.16138E+02   0.22629E+01   0.19020E-14   0.70462E-14   0.00000E+00   0.00000E+00   0.65145E-15   0.00000E+00
  81000   0.10000E-02   0.16138E+02   0.22629E+01   0.18262E-14   0.67666E-14   0.00000E+00   0.00000E+00   0.62621E-15   0.00000E+00
  81100   0.10000E-02   0.16139E+02   0.22629E+01   0.17533E-14   0.64980E-14   0.00000E+00   0.00000E+00   0.60193E-15   0.00000E+00
  81200   0.10000E-02   0.16139E+02   0.22629E+01   0.16833E-14   0.62398E-14   0.00000E+00   0.00000E+00   0.57857E-15   0.00000E+00
  81300   0.10000E-02   0.16139E+02   0.22629E+01   0.16160E-14   0.59917E-14   0.00000E+00   0.00000E+00   0.55611E-15   0.00000E+00
  81400   0.10000E-02   0.16140E+02   0.22630E+01   0.15514E-14   0.57533E-14   0.00000E+00   0.00000E+00   0.53450E-15   0.00000E+00
  81500   0.10000E-02   0.16140E+02   0.22630E+01   0.14893E-14   0.55242E-14   0.00000E+00   0.00000E+00   0.51371E-15   0.00000E+00
  81600   0.10000E-02   0.16141E+02   0.22630E+01   0.14297E-14   0.53040E-14   0.00000E+00   0.00000E+00   0.49372E-15   0.00000E+00
  81700   0.10000E-02   0.16141E+02   0.22630E+01   0.13724E-14   0.50925E-14   0.00000E+00   0.00000E+00   0.47449E-15   0.00000E+00
  81800   0.10000E-02   0.16141E+02   0.22630E+01   0.13173E-14   0.48892E-14   0.00000E+00   0.00000E+00   0.45599E-15   0.00000E+00
  81900   0.10000E-02   0.16142E+02   0.22630E+01   0.12645E-14   0.46940E-14   0.00000E+00   0.00000E+00   0.43820E-15   0.00000E+00
  istep            dt          bulk        stress        cResid     kineResid      epsResid       v2Resid       omResid     nuSAresid
  82000   0.10000E-02   0.16142E+02   0.22630E+01   0.12137E-14   0.45064E-14   0.00000E+00   0.00000E+00   0.42110E-15   0.00000E+00
  82100   0.10000E-02   0.16142E+02   0.22630E+01   0.11649E-14   0.43261E-14   0.00000E+00   0.00000E+00   0.40465E-15   0.00000E+00
  82200   0.10000E-02   0.16143E+02   0.22630E+01   0.11181E-14   0.41529E-14   0.00000E+00   0.00000E+00   0.38883E-15   0.00000E+00
  82300   0.10000E-02   0.16143E+02   0.22631E+01   0.10731E-14   0.39866E-14   0.00000E+00   0.00000E+00   0.37361E-15   0.00000E+00
  82400   0.10000E-02   0.16143E+02   0.22631E+01   0.10299E-14   0.38267E-14   0.00000E+00   0.00000E+00   0.35898E-15   0.00000E+00
  82500   0.10000E-02   0.16144E+02   0.22631E+01   0.98837E-15   0.36732E-14   0.00000E+00   0.00000E+00   0.34492E-15   0.00000E+00
  82600   0.10000E-02   0.16144E+02   0.22631E+01   0.94851E-15   0.35257E-14   0.00000E+00   0.00000E+00   0.33139E-15   0.00000E+00
  82700   0.10000E-02   0.16144E+02   0.22631E+01   0.91023E-15   0.33841E-14   0.00000E+00   0.00000E+00   0.31839E-15   0.00000E+00
  82800   0.10000E-02   0.16145E+02   0.22631E+01   0.87347E-15   0.32480E-14   0.00000E+00   0.00000E+00   0.30588E-15   0.00000E+00
  82900   0.10000E-02   0.16145E+02   0.22631E+01   0.83817E-15   0.31173E-14   0.00000E+00   0.00000E+00   0.29386E-15   0.00000E+00
  83000   0.10000E-02   0.16145E+02   0.22631E+01   0.80427E-15   0.29918E-14   0.00000E+00   0.00000E+00   0.28230E-15   0.00000E+00
  83100   0.10000E-02   0.16146E+02   0.22631E+01   0.77173E-15   0.28712E-14   0.00000E+00   0.00000E+00   0.27119E-15   0.00000E+00
  83200   0.10000E-02   0.16146E+02   0.22632E+01   0.74047E-15   0.27554E-14   0.00000E+00   0.00000E+00   0.26051E-15   0.00000E+00
  83300   0.10000E-02   0.16146E+02   0.22632E+01   0.71047E-15   0.26442E-14   0.00000E+00   0.00000E+00   0.25024E-15   0.00000E+00
  83400   0.10000E-02   0.16147E+02   0.22632E+01   0.68166E-15   0.25374E-14   0.00000E+00   0.00000E+00   0.24037E-15   0.00000E+00
  83500   0.10000E-02   0.16147E+02   0.22632E+01   0.65399E-15   0.24348E-14   0.00000E+00   0.00000E+00   0.23088E-15   0.00000E+00
  83600   0.10000E-02   0.16147E+02   0.22632E+01   0.62744E-15   0.23363E-14   0.00000E+00   0.00000E+00   0.22176E-15   0.00000E+00
  83700   0.10000E-02   0.16148E+02   0.22632E+01   0.60194E-15   0.22418E-14   0.00000E+00   0.00000E+00   0.21300E-15   0.00000E+00
  83800   0.10000E-02   0.16148E+02   0.22632E+01   0.57746E-15   0.21510E-14   0.00000E+00   0.00000E+00   0.20457E-15   0.00000E+00
  83900   0.10000E-02   0.16148E+02   0.22632E+01   0.55396E-15   0.20638E-14   0.00000E+00   0.00000E+00   0.19647E-15   0.00000E+00
  istep            dt          bulk        stress        cResid     kineResid      epsResid       v2Resid       omResid     nuSAresid
  84000   0.10000E-02   0.16148E+02   0.22632E+01   0.53141E-15   0.19800E-14   0.00000E+00   0.00000E+00   0.18869E-15   0.00000E+00
  84100   0.10000E-02   0.16149E+02   0.22633E+01   0.50975E-15   0.18997E-14   0.00000E+00   0.00000E+00   0.18120E-15   0.00000E+00
  84200   0.10000E-02   0.16149E+02   0.22633E+01   0.48897E-15   0.18225E-14   0.00000E+00   0.00000E+00   0.17402E-15   0.00000E+00
  84300   0.10000E-02   0.16149E+02   0.22633E+01   0.46902E-15   0.17484E-14   0.00000E+00   0.00000E+00   0.16711E-15   0.00000E+00
  84400   0.10000E-02   0.16150E+02   0.22633E+01   0.44987E-15   0.16772E-14   0.00000E+00   0.00000E+00   0.16047E-15   0.00000E+00
  84500   0.10000E-02   0.16150E+02   0.22633E+01   0.43148E-15   0.16090E-14   0.00000E+00   0.00000E+00   0.15408E-15   0.00000E+00
  84600   0.10000E-02   0.16150E+02   0.22633E+01   0.41384E-15   0.15434E-14   0.00000E+00   0.00000E+00   0.14795E-15   0.00000E+00
  84700   0.10000E-02   0.16151E+02   0.22633E+01   0.39691E-15   0.14805E-14   0.00000E+00   0.00000E+00   0.14206E-15   0.00000E+00
  84800   0.10000E-02   0.16151E+02   0.22633E+01   0.38066E-15   0.14201E-14   0.00000E+00   0.00000E+00   0.13640E-15   0.00000E+00
  84900   0.10000E-02   0.16151E+02   0.22633E+01   0.36506E-15   0.13621E-14   0.00000E+00   0.00000E+00   0.13096E-15   0.00000E+00
  85000   0.10000E-02   0.16152E+02   0.22633E+01   0.35010E-15   0.13064E-14   0.00000E+00   0.00000E+00   0.12573E-15   0.00000E+00
  85100   0.10000E-02   0.16152E+02   0.22634E+01   0.33574E-15   0.12530E-14   0.00000E+00   0.00000E+00   0.12071E-15   0.00000E+00
  85200   0.10000E-02   0.16152E+02   0.22634E+01   0.32195E-15   0.12017E-14   0.00000E+00   0.00000E+00   0.11589E-15   0.00000E+00
  85300   0.10000E-02   0.16153E+02   0.22634E+01   0.30873E-15   0.11525E-14   0.00000E+00   0.00000E+00   0.11125E-15   0.00000E+00
  85400   0.10000E-02   0.16153E+02   0.22634E+01   0.29604E-15   0.11053E-14   0.00000E+00   0.00000E+00   0.10680E-15   0.00000E+00
  85500   0.10000E-02   0.16153E+02   0.22634E+01   0.28386E-15   0.10600E-14   0.00000E+00   0.00000E+00   0.10252E-15   0.00000E+00
  85600   0.10000E-02   0.16153E+02   0.22634E+01   0.27217E-15   0.10165E-14   0.00000E+00   0.00000E+00   0.98416E-16   0.00000E+00
  85700   0.10000E-02   0.16154E+02   0.22634E+01   0.26096E-15   0.97474E-15   0.00000E+00   0.00000E+00   0.94468E-16   0.00000E+00
  85800   0.10000E-02   0.16154E+02   0.22634E+01   0.25021E-15   0.93469E-15   0.00000E+00   0.00000E+00   0.90677E-16   0.00000E+00
  85900   0.10000E-02   0.16154E+02   0.22634E+01   0.23989E-15   0.89625E-15   0.00000E+00   0.00000E+00   0.87035E-16   0.00000E+00
  istep            dt          bulk        stress        cResid     kineResid      epsResid       v2Resid       omResid     nuSAresid
  86000   0.10000E-02   0.16155E+02   0.22634E+01   0.22999E-15   0.85938E-15   0.00000E+00   0.00000E+00   0.83537E-16   0.00000E+00
  86100   0.10000E-02   0.16155E+02   0.22635E+01   0.22049E-15   0.82399E-15   0.00000E+00   0.00000E+00   0.80177E-16   0.00000E+00
  86200   0.10000E-02   0.16155E+02   0.22635E+01   0.21138E-15   0.79004E-15   0.00000E+00   0.00000E+00   0.76950E-16   0.00000E+00
  86300   0.10000E-02   0.16156E+02   0.22635E+01   0.20264E-15   0.75746E-15   0.00000E+00   0.00000E+00   0.73851E-16   0.00000E+00
  86400   0.10000E-02   0.16156E+02   0.22635E+01   0.19425E-15   0.72621E-15   0.00000E+00   0.00000E+00   0.70874E-16   0.00000E+00
  86500   0.10000E-02   0.16156E+02   0.22635E+01   0.18621E-15   0.69622E-15   0.00000E+00   0.00000E+00   0.68015E-16   0.00000E+00
  86600   0.10000E-02   0.16156E+02   0.22635E+01   0.17849E-15   0.66746E-15   0.00000E+00   0.00000E+00   0.65270E-16   0.00000E+00
  86700   0.10000E-02   0.16157E+02   0.22635E+01   0.17109E-15   0.63986E-15   0.00000E+00   0.00000E+00   0.62634E-16   0.00000E+00
  86800   0.10000E-02   0.16157E+02   0.22635E+01   0.16399E-15   0.61339E-15   0.00000E+00   0.00000E+00   0.60102E-16   0.00000E+00
  86900   0.10000E-02   0.16157E+02   0.22635E+01   0.15718E-15   0.58799E-15   0.00000E+00   0.00000E+00   0.57671E-16   0.00000E+00
  87000   0.10000E-02   0.16158E+02   0.22635E+01   0.15065E-15   0.56363E-15   0.00000E+00   0.00000E+00   0.55337E-16   0.00000E+00
  87100   0.10000E-02   0.16158E+02   0.22636E+01   0.14439E-15   0.54026E-15   0.00000E+00   0.00000E+00   0.53096E-16   0.00000E+00
  87200   0.10000E-02   0.16158E+02   0.22636E+01   0.13838E-15   0.51785E-15   0.00000E+00   0.00000E+00   0.50944E-16   0.00000E+00
  87300   0.10000E-02   0.16158E+02   0.22636E+01   0.13262E-15   0.49635E-15   0.00000E+00   0.00000E+00   0.48878E-16   0.00000E+00
  87400   0.10000E-02   0.16159E+02   0.22636E+01   0.12710E-15   0.47573E-15   0.00000E+00   0.00000E+00   0.46894E-16   0.00000E+00
  87500   0.10000E-02   0.16159E+02   0.22636E+01   0.12180E-15   0.45595E-15   0.00000E+00   0.00000E+00   0.44989E-16   0.00000E+00
  87600   0.10000E-02   0.16159E+02   0.22636E+01   0.11672E-15   0.43699E-15   0.00000E+00   0.00000E+00   0.43161E-16   0.00000E+00
  87700   0.10000E-02   0.16159E+02   0.22636E+01   0.11185E-15   0.41880E-15   0.00000E+00   0.00000E+00   0.41405E-16   0.00000E+00
  87800   0.10000E-02   0.16160E+02   0.22636E+01   0.10718E-15   0.40135E-15   0.00000E+00   0.00000E+00   0.39720E-16   0.00000E+00
  87900   0.10000E-02   0.16160E+02   0.22636E+01   0.10270E-15   0.38462E-15   0.00000E+00   0.00000E+00   0.38103E-16   0.00000E+00
  istep            dt          bulk        stress        cResid     kineResid      epsResid       v2Resid       omResid     nuSAresid
  88000   0.10000E-02   0.16160E+02   0.22636E+01   0.98406E-16   0.36858E-15   0.00000E+00   0.00000E+00   0.36550E-16   0.00000E+00
  88100   0.10000E-02   0.16161E+02   0.22636E+01   0.94289E-16   0.35320E-15   0.00000E+00   0.00000E+00   0.35059E-16   0.00000E+00
  88200   0.10000E-02   0.16161E+02   0.22637E+01   0.90341E-16   0.33845E-15   0.00000E+00   0.00000E+00   0.33629E-16   0.00000E+00
  88300   0.10000E-02   0.16161E+02   0.22637E+01   0.86556E-16   0.32430E-15   0.00000E+00   0.00000E+00   0.32255E-16   0.00000E+00
  88400   0.10000E-02   0.16161E+02   0.22637E+01   0.82928E-16   0.31074E-15   0.00000E+00   0.00000E+00   0.30937E-16   0.00000E+00
  88500   0.10000E-02   0.16162E+02   0.22637E+01   0.79449E-16   0.29774E-15   0.00000E+00   0.00000E+00   0.29672E-16   0.00000E+00
  88600   0.10000E-02   0.16162E+02   0.22637E+01   0.76114E-16   0.28527E-15   0.00000E+00   0.00000E+00   0.28458E-16   0.00000E+00
  88700   0.10000E-02   0.16162E+02   0.22637E+01   0.72917E-16   0.27331E-15   0.00000E+00   0.00000E+00   0.27293E-16   0.00000E+00
  88800   0.10000E-02   0.16162E+02   0.22637E+01   0.69853E-16   0.26185E-15   0.00000E+00   0.00000E+00   0.26174E-16   0.00000E+00
  88900   0.10000E-02   0.16163E+02   0.22637E+01   0.66915E-16   0.25087E-15   0.00000E+00   0.00000E+00   0.25101E-16   0.00000E+00
  89000   0.10000E-02   0.16163E+02   0.22637E+01   0.64099E-16   0.24033E-15   0.00000E+00   0.00000E+00   0.24071E-16   0.00000E+00
  89100   0.10000E-02   0.16163E+02   0.22637E+01   0.61400E-16   0.23024E-15   0.00000E+00   0.00000E+00   0.23083E-16   0.00000E+00
  89200   0.10000E-02   0.16164E+02   0.22637E+01   0.58813E-16   0.22056E-15   0.00000E+00   0.00000E+00   0.22134E-16   0.00000E+00
  89300   0.10000E-02   0.16164E+02   0.22638E+01   0.56333E-16   0.21128E-15   0.00000E+00   0.00000E+00   0.21224E-16   0.00000E+00
  89400   0.10000E-02   0.16164E+02   0.22638E+01   0.53956E-16   0.20239E-15   0.00000E+00   0.00000E+00   0.20351E-16   0.00000E+00
  89500   0.10000E-02   0.16164E+02   0.22638E+01   0.51679E-16   0.19386E-15   0.00000E+00   0.00000E+00   0.19513E-16   0.00000E+00
  89600   0.10000E-02   0.16165E+02   0.22638E+01   0.49496E-16   0.18569E-15   0.00000E+00   0.00000E+00   0.18709E-16   0.00000E+00
  89700   0.10000E-02   0.16165E+02   0.22638E+01   0.47404E-16   0.17786E-15   0.00000E+00   0.00000E+00   0.17938E-16   0.00000E+00
  89800   0.10000E-02   0.16165E+02   0.22638E+01   0.45399E-16   0.17035E-15   0.00000E+00   0.00000E+00   0.17198E-16   0.00000E+00
  89900   0.10000E-02   0.16165E+02   0.22638E+01   0.43477E-16   0.16316E-15   0.00000E+00   0.00000E+00   0.16488E-16   0.00000E+00
  istep            dt          bulk        stress        cResid     kineResid      epsResid       v2Resid       omResid     nuSAresid
  90000   0.10000E-02   0.16166E+02   0.22638E+01   0.41636E-16   0.15626E-15   0.00000E+00   0.00000E+00   0.15807E-16   0.00000E+00
  90100   0.10000E-02   0.16166E+02   0.22638E+01   0.39872E-16   0.14965E-15   0.00000E+00   0.00000E+00   0.15154E-16   0.00000E+00
  90200   0.10000E-02   0.16166E+02   0.22638E+01   0.38181E-16   0.14332E-15   0.00000E+00   0.00000E+00   0.14527E-16   0.00000E+00
  90300   0.10000E-02   0.16166E+02   0.22638E+01   0.36562E-16   0.13725E-15   0.00000E+00   0.00000E+00   0.13926E-16   0.00000E+00
  90400   0.10000E-02   0.16167E+02   0.22639E+01   0.35009E-16   0.13144E-15   0.00000E+00   0.00000E+00   0.13349E-16   0.00000E+00
  90500   0.10000E-02   0.16167E+02   0.22639E+01   0.33522E-16   0.12587E-15   0.00000E+00   0.00000E+00   0.12796E-16   0.00000E+00
  90600   0.10000E-02   0.16167E+02   0.22639E+01   0.32097E-16   0.12053E-15   0.00000E+00   0.00000E+00   0.12265E-16   0.00000E+00
  90700   0.10000E-02   0.16167E+02   0.22639E+01   0.30732E-16   0.11541E-15   0.00000E+00   0.00000E+00   0.11756E-16   0.00000E+00
  90800   0.10000E-02   0.16168E+02   0.22639E+01   0.29424E-16   0.11051E-15   0.00000E+00   0.00000E+00   0.11268E-16   0.00000E+00
  90900   0.10000E-02   0.16168E+02   0.22639E+01   0.28171E-16   0.10581E-15   0.00000E+00   0.00000E+00   0.10800E-16   0.00000E+00
  91000   0.10000E-02   0.16168E+02   0.22639E+01   0.26971E-16   0.10131E-15   0.00000E+00   0.00000E+00   0.10351E-16   0.00000E+00
  91100   0.10000E-02   0.16168E+02   0.22639E+01   0.25821E-16   0.97000E-16   0.00000E+00   0.00000E+00   0.99204E-17   0.00000E+00
  91200   0.10000E-02   0.16169E+02   0.22639E+01   0.24719E-16   0.92869E-16   0.00000E+00   0.00000E+00   0.95074E-17   0.00000E+00
  91300   0.10000E-02   0.16169E+02   0.22639E+01   0.23664E-16   0.88912E-16   0.00000E+00   0.00000E+00   0.91114E-17   0.00000E+00
  91400   0.10000E-02   0.16169E+02   0.22639E+01   0.22653E-16   0.85121E-16   0.00000E+00   0.00000E+00   0.87316E-17   0.00000E+00
  91500   0.10000E-02   0.16169E+02   0.22640E+01   0.21685E-16   0.81490E-16   0.00000E+00   0.00000E+00   0.83674E-17   0.00000E+00
  91600   0.10000E-02   0.16170E+02   0.22640E+01   0.20758E-16   0.78011E-16   0.00000E+00   0.00000E+00   0.80181E-17   0.00000E+00
  91700   0.10000E-02   0.16170E+02   0.22640E+01   0.19870E-16   0.74679E-16   0.00000E+00   0.00000E+00   0.76833E-17   0.00000E+00
  91800   0.10000E-02   0.16170E+02   0.22640E+01   0.19019E-16   0.71487E-16   0.00000E+00   0.00000E+00   0.73622E-17   0.00000E+00
  91900   0.10000E-02   0.16170E+02   0.22640E+01   0.18204E-16   0.68429E-16   0.00000E+00   0.00000E+00   0.70543E-17   0.00000E+00
  istep            dt          bulk        stress        cResid     kineResid      epsResid       v2Resid       omResid     nuSAresid
  92000   0.10000E-02   0.16171E+02   0.22640E+01   0.17424E-16   0.65501E-16   0.00000E+00   0.00000E+00   0.67591E-17   0.00000E+00
  92100   0.10000E-02   0.16171E+02   0.22640E+01   0.16676E-16   0.62696E-16   0.00000E+00   0.00000E+00   0.64761E-17   0.00000E+00
  92200   0.10000E-02   0.16171E+02   0.22640E+01   0.15960E-16   0.60009E-16   0.00000E+00   0.00000E+00   0.62048E-17   0.00000E+00
  92300   0.10000E-02   0.16171E+02   0.22640E+01   0.15275E-16   0.57436E-16   0.00000E+00   0.00000E+00   0.59446E-17   0.00000E+00
